zipf_= 0.8 ctx = 0.0----------------------------------------------------------
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
前100笔交易总执行时间(包含跨链延迟): 8832472 微秒
前100笔交易总执行时间(不含跨链延迟): 8832472 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
1,3034315175611,3034315187885,12274,普通,1,12274,0
4,3034315175964,3034315195152,19187,普通,1,19541,0
6,3034315195459,3034315198886,3427,普通,1,23275,0
5,3034315188216,3034315260201,71984,普通,1,84590,0
3,3034315176083,3034315261352,85268,普通,1,85741,0
2,3034315176014,3034315263150,87135,普通,1,87539,0
8,3034315260449,3034315269534,9085,普通,1,93923,0
11,3034315269844,3034315340728,70883,普通,1,165116,0
9,3034315261592,3034315342294,80702,普通,1,166683,0
12,3034315341167,3034315348049,6882,普通,1,172438,0
7,3034315276192,3034315352951,76758,普通,1,177340,0
14,3034315348342,3034315355001,6659,普通,1,179390,0
16,3034315355237,3034315466369,111131,普通,1,290758,0
15,3034315353325,3034315468157,114832,普通,1,292546,0
17,3034315466877,3034315474131,7254,普通,1,298520,0
18,3034315542755,3034315546365,3609,普通,1,370754,0
10,3034315263465,3034317341153,2077687,跨链,1,2165542,0
21,3034317341476,3034317345166,3690,普通,1,2169555,0
22,3034317348191,3034317350848,2657,普通,1,2175237,0
23,3034317354588,3034317358025,3437,普通,1,2182414,0
13,3034315344238,3034317464943,2120704,跨链,1,2289332,0
25,3034317465300,3034317468512,3211,普通,1,2292901,0
26,3034317468742,3034317471718,2975,普通,1,2296107,0
27,3034317471961,3034317474947,2985,普通,1,2299335,0
19,3034315474389,3034317541934,2067544,跨链,1,2366323,0
20,3034315546659,3034317549376,2002716,跨链,1,2373765,0
28,3034317475180,3034317555689,80509,普通,1,2380078,0
29,3034317550854,3034317558640,7786,普通,1,2383029,0
31,3034317555956,3034317568050,12093,普通,1,2392439,0
32,3034317568206,3034317656142,87935,普通,1,2480531,0
33,3034317568293,3034317678086,109793,普通,1,2502475,0
34,3034317657037,3034317682616,25579,普通,1,2507005,0
30,3034317568707,3034317683341,114633,普通,1,2507730,0
36,3034317682868,3034317763648,80780,普通,1,2588037,0
35,3034317678403,3034317767392,88989,普通,1,2591781,0
38,3034317763924,3034317770003,6079,普通,1,2594392,0
37,3034317683658,3034317772718,89059,普通,1,2597107,0
39,3034317767686,3034317865369,97682,普通,1,2689758,0
40,3034317859502,3034317866707,7205,普通,1,2691096,0
41,3034317772955,3034317871137,98182,普通,1,2695526,0
43,3034317866991,3034317959967,92976,普通,1,2784356,0
45,3034317960232,3034317966438,6205,普通,1,2790827,0
44,3034317871493,3034317968705,97211,普通,1,2793094,0
46,3034317966661,3034317976082,9421,普通,1,2800471,0
47,3034317968954,3034318088011,119056,普通,1,2912399,0
48,3034317976327,3034318090143,113816,普通,1,2914532,0
42,3034317965125,3034318102756,137630,普通,1,2927145,0
49,3034318088243,3034318107225,18981,普通,1,2931614,0
50,3034318103013,3034318198292,95279,普通,1,3022681,0
51,3034318103067,3034318201298,98231,普通,1,3025687,0
53,3034318198547,3034318206319,7771,普通,1,3030708,0
52,3034318107499,3034318206520,99021,普通,1,3030909,0
55,3034318206567,3034318291834,85266,普通,1,3116223,0
56,3034318206787,3034318295782,88994,普通,1,3120171,0
57,3034318292110,3034318297973,5862,普通,1,3122362,0
59,3034318298227,3034318305400,7173,普通,1,3129789,0
58,3034318296120,3034318397390,101270,普通,1,3221779,0
54,3034318298573,3034318401803,103230,普通,1,3226192,0
60,3034318395459,3034318404508,9049,普通,1,3228897,0
61,3034318397635,3034318410771,13135,普通,1,3235160,0
62,3034318402059,3034318525898,123838,普通,1,3350287,0
63,3034318404729,3034318525951,121222,普通,1,3350340,0
66,3034318526211,3034318534856,8645,普通,1,3359245,0
64,3034318411052,3034318540727,129675,普通,1,3365116,0
67,3034318535174,3034318542693,7518,普通,1,3367082,0
65,3034318539321,3034318648133,108812,普通,1,3472522,0
69,3034318647838,3034318654948,7109,普通,1,3479337,0
71,3034318655191,3034318758120,102929,普通,1,3582509,0
70,3034318648403,3034318758316,109913,普通,1,3582705,0
68,3034318655315,3034318765322,110006,普通,1,3589711,0
72,3034318758472,3034318766857,8384,普通,1,3591246,0
73,3034318758617,3034318862509,103891,普通,1,3686897,0
75,3034318767247,3034318865886,98639,普通,1,3690275,0
74,3034318765620,3034318871558,105938,普通,1,3695947,0
77,3034318866175,3034318874553,8378,普通,1,3698942,0
76,3034318862837,3034318932948,70111,普通,1,3757337,0
80,3034318933198,3034318939385,6186,普通,1,3763773,0
81,3034318939637,3034318942294,2657,普通,1,3766683,0
82,3034318949018,3034319026182,77164,普通,1,3850571,0
83,3034319026465,3034319029970,3505,普通,1,3854359,0
84,3034319030214,3034319033725,3511,普通,1,3858114,0
85,3034319037160,3034319121525,84365,普通,1,3945914,0
86,3034319121786,3034319125223,3436,普通,1,3949611,0
24,3034317358259,3034319439425,2081166,跨链,1,4263814,0
88,3034319443165,3034319446559,3393,普通,1,4270948,0
89,3034319446834,3034319450504,3670,普通,1,4274893,0
90,3034319450755,3034319454041,3285,普通,1,4278430,0
91,3034319454276,3034319456931,2654,普通,1,4281320,0
92,3034319457212,3034319542736,85523,普通,1,4367125,0
93,3034319543060,3034319549353,6293,普通,1,4373742,0
94,3034319552895,3034319556069,3173,普通,1,4380458,0
95,3034319658290,3034319661898,3607,普通,1,4486286,0
96,3034319735308,3034319738481,3172,普通,1,4562870,0
97,3034319738735,3034319741892,3157,普通,1,4566281,0
79,3034318874899,3034320933408,2058509,跨链,1,5757797,0
78,3034318871873,3034320940307,2068434,跨链,1,5764696,0
87,3034319129127,3034321132122,2002994,跨链,1,5956511,0
101,3034321135761,3034321139015,3254,普通,1,5963404,0
102,3034321139271,3034321142971,3700,普通,1,5967359,0
103,3034321143366,3034321146275,2908,普通,1,5970664,0

=== 执行统计 ===
第一笔交易开始时间: 3034315175611 微秒
最后一笔交易完成时间: 3034321146275 微秒
前100笔交易总执行时间(包含跨链延迟): 5970664 微秒
前100笔交易总执行时间(不含跨链延迟): 5970664 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
2,3034317615818,3034317627292,11473,普通,1,11473,0
1,3034317615813,3034317627457,11643,普通,1,11638,0
6,3034317627826,3034317721291,93464,普通,1,105472,0
5,3034317627587,3034317724433,96845,普通,1,108614,0
4,3034317616338,3034317725146,108807,普通,1,109327,0
3,3034317616342,3034317726797,110454,普通,1,110978,0
7,3034317721581,3034317733351,11769,普通,1,117532,0
9,3034317725436,3034317737542,12106,普通,1,121723,0
10,3034317727183,3034317848475,121292,普通,1,232656,0
12,3034317737793,3034317858584,120790,普通,1,242766,0
14,3034317858857,3034317862270,3413,普通,1,246452,0
15,3034317862492,3034317864807,2314,普通,1,248988,0
16,3034317865038,3034317960387,95349,普通,1,344569,0
17,3034317960634,3034317963211,2576,普通,1,347392,0
18,3034317966840,3034317970969,4129,普通,1,355151,0
19,3034317971195,3034318086529,115333,普通,1,470710,0
20,3034318086776,3034318092550,5774,普通,1,476732,0
21,3034318100768,3034318103417,2649,普通,1,487599,0
22,3034318107806,3034318198480,90674,普通,1,582661,0
23,3034318198748,3034318201579,2830,普通,1,585760,0
11,3034317733650,3034319851994,2118343,跨链,1,2236175,0
25,3034319852307,3034319854965,2658,普通,1,2239147,0
8,3034317724868,3034319856438,2131569,跨链,1,2240620,0
13,3034317849012,3034319861422,2012409,跨链,1,2245603,0
26,3034319859886,3034319866329,6442,普通,1,2250510,0
28,3034319861848,3034319947828,85980,普通,1,2332010,0
27,3034319856827,3034319950324,93496,普通,1,2334505,0
29,3034319866600,3034319950680,84079,普通,1,2334862,0
32,3034319950925,3034319957279,6354,普通,1,2341461,0
30,3034319948126,3034319963636,15510,普通,1,2347817,0
33,3034319957515,3034319963786,6271,普通,1,2347967,0
31,3034319950696,3034320026378,75682,普通,1,2410559,0
35,3034319964030,3034320030441,66411,普通,1,2414623,0
37,3034320030681,3034320037248,6567,普通,1,2421430,0
34,3034319963914,3034320039181,75267,普通,1,2423363,0
38,3034320037558,3034320043051,5493,普通,1,2427232,0
40,3034320129996,3034320137025,7028,普通,1,2521206,0
39,3034320039469,3034320139147,99677,普通,1,2523329,0
24,3034318201810,3034320206583,2004773,跨链,1,2590764,0
36,3034320126259,3034320250855,124596,普通,1,2635036,0
41,3034320137267,3034320252657,115390,普通,1,2636839,0
45,3034320252900,3034320260684,7784,普通,1,2644866,0
43,3034320246561,3034320261914,15353,普通,1,2646095,0
44,3034320251124,3034320363387,112262,普通,1,2747568,0
46,3034320260916,3034320366481,105564,普通,1,2750662,0
47,3034320262178,3034320375056,112877,普通,1,2759237,0
49,3034320366772,3034320478696,111923,普通,1,2862877,0
51,3034320478973,3034320487644,8670,普通,1,2871825,0
42,3034320373056,3034320490122,117065,普通,1,2874303,0
52,3034320487882,3034320497764,9881,普通,1,2881945,0
54,3034320498003,3034320569505,71501,普通,1,2953686,0
53,3034320490566,3034320574497,83931,普通,1,2958678,0
55,3034320569756,3034320576978,7221,普通,1,2961159,0
48,3034320578174,3034320677941,99766,普通,1,3062122,0
56,3034320574867,3034320682344,107477,普通,1,3066526,0
57,3034320768811,3034320776018,7206,普通,1,3160199,0
58,3034320678204,3034320776082,97877,普通,1,3160263,0
59,3034320682611,3034320784120,101508,普通,1,3168301,0
60,3034320776325,3034320858115,81789,普通,1,3242296,0
61,3034320855801,3034320864859,9058,普通,1,3249041,0
63,3034320867217,3034320872297,5079,普通,1,3256478,0
64,3034320865106,3034320960921,95815,普通,1,3345103,0
65,3034320872589,3034320967180,94590,普通,1,3351362,0
66,3034320967131,3034320973605,6474,普通,1,3357787,0
67,3034320967396,3034321084497,117101,普通,1,3468679,0
62,3034320969404,3034321086977,117572,普通,1,3471158,0
69,3034321084741,3034321091446,6704,普通,1,3475627,0
71,3034321091664,3034321094242,2577,普通,1,3478423,0
68,3034320973824,3034321188700,214876,普通,1,3572882,0
72,3034321194662,3034321201900,7238,普通,1,3586081,0
73,3034321189013,3034321202036,13023,普通,1,3586218,0
74,3034321202181,3034321334166,131984,普通,1,3718347,0
70,3034321206736,3034321339371,132634,普通,1,3723552,0
76,3034321334400,3034321345405,11004,普通,1,3729586,0
78,3034321345711,3034321443633,97921,普通,1,3827814,0
75,3034321341870,3034321446169,104298,普通,1,3830350,0
79,3034321443891,3034321453682,9790,普通,1,3837863,0
81,3034321453933,3034321548600,94667,普通,1,3932782,0
77,3034321451496,3034321549870,98373,普通,1,3934051,0
80,3034321451068,3034321552871,101803,普通,1,3937053,0
84,3034321553166,3034321654080,100914,普通,1,4038262,0
85,3034321654345,3034321665774,11428,普通,1,4049955,0
82,3034321659997,3034321666982,6985,普通,1,4051164,0
87,3034321744669,3034321751690,7021,普通,1,4135872,0
83,3034321558614,3034321752125,193511,普通,1,4136306,0
88,3034321751950,3034321758958,7007,普通,1,4143139,0
90,3034321759193,3034321838674,79480,普通,1,4222855,0
91,3034321839007,3034321844152,5144,普通,1,4228334,0
89,3034321841011,3034321951678,110667,普通,1,4335860,0
92,3034321952449,3034321957571,5122,普通,1,4341753,0
94,3034321957818,3034321964817,6999,普通,1,4348999,0
95,3034321965082,3034322032701,67618,普通,1,4416882,0
96,3034322032972,3034322036699,3726,普通,1,4420880,0
97,3034322036923,3034322040073,3150,普通,1,4424254,0
98,3034322043341,3034322127986,84645,普通,1,4512167,0
99,3034322136547,3034322140083,3535,普通,1,4524265,0
100,3034322303504,3034322305946,2441,普通,1,4690127,0
101,3034322306172,3034322309388,3216,普通,1,4693570,0
102,3034322309647,3034322312775,3128,普通,1,4696956,0
103,3034322315569,3034322394117,78548,普通,1,4778299,0

=== 执行统计 ===
第一笔交易开始时间: 3034317615818 微秒
最后一笔交易完成时间: 3034322394117 微秒
前100笔交易总执行时间(包含跨链延迟): 4778299 微秒
前100笔交易总执行时间(不含跨链延迟): 4778299 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
4,3034318823876,3034318829323,5446,普通,1,5446,0
5,3034318829597,3034318832966,3368,普通,1,9089,0
1,3034318823469,3034318839227,15757,普通,1,15350,0
3,3034318823683,3034318843792,20108,普通,1,19915,0
7,3034318839530,3034318914882,75352,普通,1,91005,0
6,3034318833235,3034318927903,94668,普通,1,104026,0
9,3034318920786,3034318927951,7165,普通,1,104074,0
8,3034318910458,3034319002973,92515,普通,1,179096,0
10,3034318928179,3034319007447,79268,普通,1,183570,0
12,3034319003332,3034319013666,10334,普通,1,189789,0
11,3034318928230,3034319018317,90087,普通,1,194441,0
14,3034319014042,3034319103764,89722,普通,1,279887,0
13,3034319101421,3034319106924,5503,普通,1,283048,0
17,3034319107160,3034319170377,63216,普通,1,346500,0
16,3034319104162,3034319170518,66355,普通,1,346641,0
18,3034319170624,3034319175705,5080,普通,1,351828,0
20,3034319175971,3034319182370,6398,普通,1,358493,0
19,3034319170826,3034319183894,13067,普通,1,360017,0
21,3034319182604,3034319266714,84110,普通,1,442837,0
23,3034319266972,3034319272289,5316,普通,1,448412,0
22,3034319184205,3034319276303,92098,普通,1,452427,0
25,3034319276570,3034319281465,4894,普通,1,457588,0
26,3034319281696,3034319384958,103262,普通,1,561081,0
27,3034319385240,3034319388660,3420,普通,1,564783,0
28,3034319388911,3034319392117,3206,普通,1,568241,0
2,3034318823652,3034320927122,2103470,跨链,1,2103246,0
30,3034320927440,3034320931104,3663,普通,1,2107228,0
31,3034320934663,3034320937192,2529,普通,1,2113315,0
32,3034320940894,3034320944654,3760,普通,1,2120777,0
33,3034320944883,3034321044047,99163,普通,1,2220170,0
34,3034321044304,3034321048153,3848,普通,1,2224276,0
35,3034321048419,3034321051800,3380,普通,1,2227923,0
36,3034321052072,3034321056242,4170,普通,1,2232365,0
15,3034319018564,3034321108709,2090144,跨链,1,2284832,0
38,3034321109078,3034321169016,59938,普通,1,2345140,0
39,3034321172839,3034321176261,3422,普通,1,2352385,0
40,3034321176515,3034321180671,4155,普通,1,2356794,0
24,3034319272563,3034321279337,2006774,跨链,1,2455460,0
41,3034321180954,3034321317600,136645,普通,1,2493723,0
43,3034321323540,3034321329721,6180,普通,1,2505844,0
44,3034321334058,3034321344111,10052,普通,1,2520234,0
29,3034319392391,3034321395651,2003260,跨链,1,2571774,0
45,3034321344390,3034321446537,102146,普通,1,2622660,0
47,3034321446812,3034321454969,8156,普通,1,2631092,0
48,3034321461670,3034321548597,86927,普通,1,2724721,0
49,3034321549156,3034321558538,9382,普通,1,2734661,0
50,3034321559070,3034321561790,2720,普通,1,2737913,0
51,3034321562151,3034321565705,3554,普通,1,2741829,0
52,3034321565947,3034321568213,2265,普通,1,2744336,0
53,3034321669429,3034321673767,4338,普通,1,2849890,0
54,3034321674070,3034321677923,3852,普通,1,2854046,0
55,3034321678212,3034321682104,3892,普通,1,2858227,0
56,3034321682486,3034321782510,100024,普通,1,2958633,0
57,3034321782779,3034321786098,3318,普通,1,2962221,0
58,3034321788896,3034321791642,2745,普通,1,2967765,0
59,3034321791861,3034321797126,5264,普通,1,2973249,0
37,3034321056490,3034323059981,2003491,跨链,1,4236105,0
61,3034323060337,3034323063794,3457,普通,1,4239917,0
62,3034323066996,3034323070253,3257,普通,1,4246376,0
63,3034323070485,3034323073732,3247,普通,1,4249855,0
64,3034323077500,3034323180867,103367,普通,1,4356990,0
65,3034323186434,3034323191715,5281,普通,1,4367839,0
66,3034323192027,3034323196794,4767,普通,1,4372917,0
67,3034323307680,3034323312952,5271,普通,1,4489075,0
42,3034321314525,3034323320821,2006295,跨链,1,4496944,0
68,3034323329533,3034323344759,15225,普通,1,4520882,0
69,3034323324600,3034323345509,20909,普通,1,4521632,0
46,3034321438768,3034323445224,2006455,跨链,1,4621347,0
72,3034323446012,3034323450706,4693,普通,1,4626829,0
71,3034323345747,3034323455353,109605,普通,1,4631476,0
73,3034323451195,3034323466026,14831,普通,1,4642149,0
74,3034323455584,3034323547542,91957,普通,1,4723665,0
75,3034323466267,3034323550365,84097,普通,1,4726489,0
76,3034323547781,3034323558288,10507,普通,1,4734412,0
77,3034323550604,3034323561020,10416,普通,1,4737143,0
78,3034323558522,3034323670328,111805,普通,1,4846451,0
79,3034323672301,3034323686265,13963,普通,1,4862388,0
80,3034323684774,3034323690416,5642,普通,1,4866540,0
81,3034323686507,3034323759924,73417,普通,1,4936048,0
82,3034323690643,3034323768039,77395,普通,1,4944162,0
84,3034323768300,3034323778049,9749,普通,1,4954172,0
83,3034323768388,3034323778400,10011,普通,1,4954523,0
60,3034321797371,3034323886305,2088934,跨链,1,5062429,0
86,3034323778649,3034323930309,151660,普通,1,5106433,0
88,3034323930569,3034324021438,90869,普通,1,5197561,0
89,3034324021677,3034324024530,2852,普通,1,5200653,0
70,3034323547734,3034325669980,2122246,跨链,1,6846103,0
91,3034325670294,3034325672726,2431,普通,1,6848849,0
92,3034325672958,3034325675497,2539,普通,1,6851621,0
93,3034325675735,3034325679273,3538,普通,1,6855397,0
87,3034323915732,3034325928924,2013191,跨链,1,7105047,0
95,3034325932306,3034325935144,2838,普通,1,7111267,0
96,3034325935378,3034325940958,5580,普通,1,7117082,0
97,3034325941225,3034325943597,2372,普通,1,7119721,0
98,3034325943819,3034325955447,11628,普通,1,7131570,0
85,3034324014201,3034326018394,2004192,跨链,1,7194517,0
90,3034324026712,3034326029370,2002658,跨链,1,7205493,0
99,3034325955751,3034326114201,158450,普通,1,7290325,0
100,3034326112868,3034326115562,2693,普通,1,7291685,0
101,3034326112818,3034326128732,15914,普通,1,7304855,0

=== 执行统计 ===
第一笔交易开始时间: 3034318823876 微秒
最后一笔交易完成时间: 3034326128732 微秒
前100笔交易总执行时间(包含跨链延迟): 7304855 微秒
前100笔交易总执行时间(不含跨链延迟): 7304855 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
2,3034319907323,3034319923874,16551,普通,1,16551,0
3,3034319907307,3034319925599,18291,普通,1,18275,0
4,3034319907452,3034319926439,18987,普通,1,19115,0
5,3034319924226,3034319992369,68142,普通,1,85045,0
8,3034319992825,3034319999734,6908,普通,1,92410,0
7,3034319926723,3034320000874,74150,普通,1,93550,0
9,3034320000040,3034320070396,70355,普通,1,163072,0
10,3034320001155,3034320071728,70573,普通,1,164404,0
11,3034320070744,3034320082570,11826,普通,1,175246,0
13,3034320082837,3034320091979,9142,普通,1,184655,0
12,3034320080750,3034320165545,84795,普通,1,258221,0
14,3034320092332,3034320169339,77006,普通,1,262015,0
16,3034320169626,3034320176270,6643,普通,1,268946,0
17,3034320176531,3034320180082,3550,普通,1,272758,0
1,3034319907165,3034321917256,2010090,跨链,1,2009932,0
6,3034319926253,3034322004421,2078167,跨链,1,2097097,0
20,3034322007945,3034322010534,2589,普通,1,2103210,0
15,3034320165796,3034322177194,2011397,跨链,1,2269870,0
22,3034322177670,3034322181028,3357,普通,1,2273704,0
23,3034322181263,3034322184420,3157,普通,1,2277096,0
18,3034320259816,3034322262076,2002259,跨链,1,2354752,0
25,3034322262418,3034322266034,3615,普通,1,2358710,0
26,3034322266285,3034322269599,3313,普通,1,2362275,0
27,3034322269845,3034322321714,51869,普通,1,2414390,0
28,3034322321960,3034322324966,3006,普通,1,2417642,0
29,3034322331482,3034322333788,2305,普通,1,2426464,0
30,3034322449863,3034322452397,2534,普通,1,2545073,0
19,3034321924029,3034323927022,2002993,跨链,1,4019698,0
32,3034323927321,3034323929951,2630,普通,1,4022627,0
33,3034323930176,3034323932615,2439,普通,1,4025291,0
21,3034322010779,3034324013555,2002775,跨链,1,4106231,0
35,3034324017896,3034324021112,3215,普通,1,4113788,0
36,3034324021518,3034324026645,5127,普通,1,4119321,0
37,3034324031792,3034324034314,2521,普通,1,4126990,0
38,3034324034548,3034324153303,118754,普通,1,4245979,0
39,3034324153606,3034324156592,2986,普通,1,4249268,0
40,3034324156849,3034324159437,2587,普通,1,4252113,0
41,3034324163032,3034324165614,2581,普通,1,4258290,0
24,3034322184686,3034324188142,2003455,跨链,1,4280818,0
42,3034324165833,3034324263481,97647,普通,1,4356157,0
31,3034322452742,3034324459141,2006399,跨链,1,4551817,0
45,3034324459425,3034324464189,4764,普通,1,4556865,0
46,3034324467666,3034324470856,3190,普通,1,4563532,0
47,3034324476753,3034324586616,109863,普通,1,4679292,0
48,3034324594058,3034324598645,4587,普通,1,4691321,0
49,3034324599038,3034324609110,10072,普通,1,4701786,0
50,3034324609352,3034324717153,107801,普通,1,4809830,0
51,3034324717432,3034324719972,2540,普通,1,4812648,0
52,3034324720194,3034324722944,2750,普通,1,4815620,0
53,3034324723957,3034324731680,7723,普通,1,4824356,0
54,3034324734697,3034324738379,3681,普通,1,4831055,0
55,3034324738808,3034324866063,127255,普通,1,4958740,0
56,3034324866435,3034324868942,2506,普通,1,4961618,0
57,3034324869190,3034324871624,2433,普通,1,4964300,0
58,3034324871882,3034324883325,11443,普通,1,4976001,0
59,3034324883571,3034324980938,97367,普通,1,5073615,0
60,3034324981182,3034324984465,3283,普通,1,5077141,0
61,3034324984708,3034324987927,3218,普通,1,5080603,0
34,3034323935849,3034325938764,2002914,跨链,1,6031440,0
63,3034325939068,3034325941636,2568,普通,1,6034312,0
64,3034325941857,3034325944379,2522,普通,1,6037056,0
65,3034325944600,3034325956626,12025,普通,1,6049302,0
66,3034325957352,3034325959865,2512,普通,1,6052541,0
43,3034324257492,3034326267077,2009585,跨链,1,6359754,0
44,3034324263795,3034326268900,2005104,跨链,1,6361576,0
68,3034326267371,3034326270372,3001,普通,1,6363048,0
69,3034326269206,3034326274699,5493,普通,1,6367375,0
71,3034326274934,3034326278627,3693,普通,1,6371303,0
70,3034326282301,3034326386492,104190,普通,1,6479168,0
73,3034326387145,3034326390757,3612,普通,1,6483433,0
74,3034326400324,3034326403745,3421,普通,1,6496421,0
62,3034324988152,3034326995146,2006994,跨链,1,7087822,0
67,3034325969701,3034328113498,2143796,跨链,1,8206174,0
77,3034328116654,3034328128610,11956,普通,1,8221287,0
78,3034328132057,3034328142907,10849,普通,1,8235583,0
72,3034326278874,3034328285073,2006198,跨链,1,8377749,0
80,3034328285438,3034328290945,5507,普通,1,8383621,0
81,3034328291256,3034328296624,5368,普通,1,8389300,0
75,3034326405411,3034328409811,2004399,跨链,1,8502487,0
76,3034326995461,3034328998243,2002781,跨链,1,9090919,0
79,3034328143571,3034330147459,2003887,跨链,2,10240135,0
85,3034330149938,3034330152890,2952,普通,2,10245566,0
86,3034330153134,3034330155656,2521,普通,2,10248332,0
87,3034330155876,3034330158017,2141,普通,2,10250693,0
88,3034330158233,3034330160393,2159,普通,2,10253069,0
89,3034330160604,3034330289019,128415,普通,2,10381695,0
90,3034330295183,3034330301006,5823,普通,2,10393682,0
82,3034328302526,3034330307866,2005339,跨链,2,10400542,0
91,3034330301229,3034330317588,16358,普通,2,10410264,0
92,3034330399514,3034330402332,2817,普通,2,10495008,0
94,3034330402597,3034330410627,8029,普通,2,10503303,0
83,3034328410142,3034330413514,2003372,跨链,2,10506191,0
93,3034330317829,3034330415302,97472,普通,2,10507978,0
95,3034330414384,3034330508615,94230,普通,2,10601291,0
98,3034330508862,3034330511605,2743,普通,2,10604282,0
99,3034330511829,3034330520693,8863,普通,2,10613369,0
100,3034330520933,3034330606584,85650,普通,2,10699261,0
97,3034330417013,3034330607025,190012,普通,2,10699701,0
101,3034330606843,3034330611647,4803,普通,2,10704323,0
103,3034330616176,3034330702627,86451,普通,2,10795303,0
168,3034337943971,3034337943971,0,普通,2,18036647,1
163,3034337945253,3034337945253,0,跨链,2,18037929,1

=== 执行统计 ===
第一笔交易开始时间: 3034319907323 微秒
最后一笔交易完成时间: 3034330702627 微秒
前100笔交易总执行时间(包含跨链延迟): 10795303 微秒
前100笔交易总执行时间(不含跨链延迟): 10795303 微秒
交易ID,开始时间,完成时间,延迟(微秒),类型,区块ID,总延迟(微秒),是否中止
3,3034321143124,3034321157651,14526,普通,1,14526,0
4,3034321146519,3034321166502,19982,普通,1,23377,0
6,3034321166796,3034321283142,116345,普通,1,140017,0
7,3034321283948,3034321287768,3820,普通,1,144644,0
8,3034321290386,3034321294224,3838,普通,1,151099,0
9,3034321294482,3034321298538,4056,普通,1,155413,0
10,3034321298821,3034321424125,125303,普通,1,281000,0
2,3034321143011,3034323150136,2007125,跨链,1,2007011,0
12,3034323150428,3034323152937,2508,普通,1,2009813,0
13,3034323155354,3034323157801,2447,普通,1,2014676,0
14,3034323158014,3034323160741,2727,普通,1,2017617,0
5,3034321157971,3034323163684,2005712,跨链,1,2020559,0
1,3034321143027,3034323165535,2022508,跨链,1,2022411,0
16,3034323164163,3034323313731,149567,普通,1,2170607,0
18,3034323314050,3034323330925,16875,普通,1,2187801,0
17,3034323165823,3034323331194,165371,普通,1,2188070,0
11,3034321424465,3034323429936,2005471,跨链,1,2286811,0
19,3034323331226,3034323452097,120871,普通,1,2308972,0
22,3034323452354,3034323461120,8766,普通,1,2317996,0
23,3034323465683,3034323548608,82924,普通,1,2405483,0
24,3034323548879,3034323551638,2758,普通,1,2408514,0
25,3034323551879,3034323558866,6987,普通,1,2415742,0
26,3034323562193,3034323672393,110200,普通,1,2529268,0
27,3034323672664,3034323681222,8557,普通,1,2538097,0
28,3034323681483,3034323687435,5951,普通,1,2544310,0
29,3034323687674,3034323690041,2367,普通,1,2546917,0
30,3034323766482,3034323775517,9034,普通,1,2632392,0
31,3034323775759,3034323781487,5727,普通,1,2638362,0
21,3034323443992,3034325453195,2009202,跨链,1,4310070,0
15,3034323316080,3034325453788,2137708,跨链,1,4310663,0
33,3034325453510,3034325459445,5934,普通,1,4316320,0
20,3034323331437,3034325460020,2128583,跨链,1,4316895,0
34,3034325454155,3034325465017,10862,普通,1,4321892,0
36,3034325460348,3034325467832,7484,普通,1,4324708,0
37,3034325465261,3034325471148,5887,普通,1,4328024,0
35,3034325459693,3034325472330,12637,普通,1,4329205,0
39,3034325471549,3034325588622,117073,普通,1,4445497,0
38,3034325468070,3034325588676,120605,普通,1,4445551,0
42,3034325588909,3034325598508,9598,普通,1,4455383,0
41,3034325588854,3034325710063,121209,普通,1,4566938,0
43,3034325598789,3034325714661,115871,普通,1,4571536,0
45,3034325714945,3034325720347,5402,普通,1,4577222,0
32,3034323781723,3034325784840,2003116,跨链,1,4641715,0
47,3034325829448,3034325833615,4166,普通,1,4690490,0
48,3034325833864,3034325839459,5594,普通,1,4696334,0
46,3034325837531,3034325841661,4129,普通,1,4698536,0
50,3034325841887,3034325952223,110335,普通,1,4809098,0
51,3034325958486,3034325965524,7037,普通,1,4822400,0
49,3034325966229,3034326113837,147608,普通,1,4970713,0
53,3034326114309,3034326118408,4099,普通,1,4975284,0
54,3034326118662,3034326126644,7981,普通,1,4983519,0
52,3034326115900,3034326127165,11264,普通,1,4984040,0
55,3034326127408,3034326225801,98393,普通,1,5082677,0
57,3034326226034,3034326228680,2646,普通,1,5085556,0
58,3034326229059,3034326232860,3800,普通,1,5089735,0
59,3034326237604,3034326323240,85636,普通,1,5180115,0
60,3034326323512,3034326325754,2242,普通,1,5182629,0
61,3034326325974,3034326328628,2654,普通,1,5185503,0
62,3034326329048,3034326333482,4434,普通,1,5190357,0
63,3034326334738,3034326337217,2478,普通,1,5194092,0
64,3034326425513,3034326428611,3097,普通,1,5285486,0
65,3034326428968,3034326438143,9175,普通,1,5295018,0
66,3034326438852,3034326441894,3042,普通,1,5298770,0
67,3034326445153,3034326514898,69744,普通,1,5371773,0
68,3034326515155,3034326517863,2708,普通,1,5374739,0
40,3034325579688,3034327594131,2014442,跨链,1,6451007,0
44,3034325710431,3034327715150,2004718,跨链,1,6572025,0
